Word,Phonetic,Type,Meaning,Example,Audio,TopicID,LanguageID,Difficulty
制度性创新,zhìdùxìngchuàngxīn,noun,institutional innovation,制度性创新措施,institutional_innovation.mp3,4,3,Expert
体制性创新,tǐzhìxìngchuàngxīn,noun,systemic innovation,体制性创新措施,systemic_innovation.mp3,4,3,Expert
机制性创新,jīzhìxìngchuàngxīn,noun,mechanism innovation,机制性创新措施,mechanism_innovation.mp3,4,3,Expert
政策性创新,zhèngcèxìngchuàngxīn,noun,policy innovation,政策性创新措施,policy_innovation.mp3,4,3,Expert
理论性创新,lǐlùnxìngchuàngxīn,noun,theoretical innovation,理论性创新措施,theoretical_innovation.mp3,4,3,Expert
实践性创新,shíjiànxìngchuàngxīn,noun,practical innovation,实践性创新措施,practical_innovation.mp3,4,3,Expert
应用性创新,yìngyòngxìngchuàngxīn,noun,applied innovation,应用性创新措施,applied_innovation.mp3,4,3,Expert
基础性创新,jīchǔxìngchuàngxīn,noun,basic innovation,基础性创新措施,basic_innovation.mp3,4,3,Expert
前沿性创新,qiányánxìngchuàngxīn,noun,cutting-edge innovation,前沿性创新措施,cutting_edge_innovation.mp3,4,3,Expert
颠覆性创新,diānfùxìngchuàngxīn,noun,disruptive innovation,颠覆性创新措施,disruptive_innovation.mp3,4,3,Expert
渐进性创新,jiànjìnxìngchuàngxīn,noun,incremental innovation,渐进性创新措施,incremental_innovation.mp3,4,3,Expert
突破性创新,tūpòxìngchuàngxīn,noun,breakthrough innovation,突破性创新措施,breakthrough_innovation.mp3,4,3,Expert
原创性创新,yuánchuàngxìngchuàngxīn,noun,original innovation,原创性创新措施,original_innovation.mp3,4,3,Expert
集成性创新,jíchéngxìngchuàngxīn,noun,integrated innovation,集成性创新措施,integrated_innovation.mp3,4,3,Expert
协同性创新,xiétóngxìngchuàngxīn,noun,collaborative innovation,协同性创新措施,collaborative_innovation.mp3,4,3,Expert
开放性创新,kāifàngxìngchuàngxīn,noun,open innovation,开放性创新措施,open_innovation.mp3,4,3,Expert
共享性创新,gòngxiǎngxìngchuàngxīn,noun,shared innovation,共享性创新措施,shared_innovation.mp3,4,3,Expert
包容性创新,bāoróngxìngchuàngxīn,noun,inclusive innovation,包容性创新措施,inclusive_innovation.mp3,4,3,Expert
可持续性创新,kěchíxùxìngchuàngxīn,noun,sustainable innovation,可持续性创新措施,sustainable_innovation.mp3,4,3,Expert
绿色性创新,lǜsèxìngchuàngxīn,noun,green innovation,绿色性创新措施,green_innovation.mp3,4,3,Expert
智能性创新,zhìnéngxìngchuàngxīn,noun,intelligent innovation,智能性创新措施,intelligent_innovation.mp3,4,3,Expert
数字化创新,shùzìhuàchuàngxīn,noun,digital innovation,数字化创新措施,digital_innovation.mp3,4,3,Expert
网络化创新,wǎngluòhuàchuàngxīn,noun,network innovation,网络化创新措施,network_innovation.mp3,4,3,Expert
信息化创新,xìnxīhuàchuàngxīn,noun,information innovation,信息化创新措施,information_innovation.mp3,4,3,Expert
科技化创新,kējìhuàchuàngxīn,noun,technological innovation,科技化创新措施,technological_innovation.mp3,4,3,Expert
产业化创新,chǎnyèhuàchuàngxīn,noun,industrial innovation,产业化创新措施,industrial_innovation.mp3,4,3,Expert
商业化创新,shāngyèhuàchuàngxīn,noun,commercial innovation,商业化创新措施,commercial_innovation.mp3,4,3,Expert
市场化创新,shìchǎnghuàchuàngxīn,noun,market innovation,市场化创新措施,market_innovation.mp3,4,3,Expert
国际化创新,guójìhuàchuàngxīn,noun,international innovation,国际化创新措施,international_innovation.mp3,4,3,Expert
全球化创新,quánqiúhuàchuàngxīn,noun,global innovation,全球化创新措施,global_innovation.mp3,4,3,Expert
区域化创新,qūyùhuàchuàngxīn,noun,regional innovation,区域化创新措施,regional_innovation.mp3,4,3,Expert
本地化创新,běndìhuàchuàngxīn,noun,local innovation,本地化创新措施,local_innovation.mp3,4,3,Expert
个性化创新,gèxìnghuàchuàngxīn,noun,personalized innovation,个性化创新措施,personalized_innovation.mp3,4,3,Expert
定制化创新,dìngzhìhuàchuàngxīn,noun,customized innovation,定制化创新措施,customized_innovation.mp3,4,3,Expert
模块化创新,mókuàihuàchuàngxīn,noun,modular innovation,模块化创新措施,modular_innovation.mp3,4,3,Expert
标准化创新,biāozhǔnhuàchuàngxīn,noun,standardized innovation,标准化创新措施,standardized_innovation.mp3,4,3,Expert
规范化创新,guīfànhuàchuàngxīn,noun,normalized innovation,规范化创新措施,normalized_innovation.mp3,4,3,Expert
制度化创新,zhìdùhuàchuàngxīn,noun,institutionalized innovation,制度化创新措施,institutionalized_innovation.mp3,4,3,Expert
法制化创新,fǎzhìhuàchuàngxīn,noun,legalized innovation,法制化创新措施,legalized_innovation.mp3,4,3,Expert
民主化创新,mínzhǔhuàchuàngxīn,noun,democratized innovation,民主化创新措施,democratized_innovation.mp3,4,3,Expert
市场化创新,shìchǎnghuàchuàngxīn,noun,marketized innovation,市场化创新措施,marketized_innovation.mp3,4,3,Expert
产业化创新,chǎnyèhuàchuàngxīn,noun,industrialized innovation,产业化创新措施,industrialized_innovation.mp3,4,3,Expert
城市化创新,chéngshìhuàchuàngxīn,noun,urbanized innovation,城市化创新措施,urbanized_innovation.mp3,4,3,Expert
一体化创新,yītǐhuàchuàngxīn,noun,integrated innovation,一体化创新措施,integrated_innovation.mp3,4,3,Expert
多元化创新,duōyuánhuàchuàngxīn,noun,diversified innovation,多元化创新措施,diversified_innovation.mp3,4,3,Expert
专业化创新,zhuānyèhuàchuàngxīn,noun,specialized innovation,专业化创新措施,specialized_innovation.mp3,4,3,Expert
规模化创新,guīmóhuàchuàngxīn,noun,scaled innovation,规模化创新措施,scaled_innovation.mp3,4,3,Expert
集约化创新,jíyuēhuàchuàngxīn,noun,intensified innovation,集约化创新措施,intensified_innovation.mp3,4,3,Expert
